codigo,pelicula,director,genero
eeeeeeeeee,Below Sea Level,Martie Mew,Documentary
eeeeeeeeee,Impromptu,Sofia Sokill,Comedy|Romance
eeeeeeeeee,Serenity,Othella Dandy,Action|Adventure|Sci-Fi
eeeeeeeeee,Ju-on: White Ghost,Devora Gauge,Horror
eeeeeeeeee,Green Chair (Noksaek uija),Deanne de Voiels,Drama|Romance
eeeeeeeeee,"Last Rites of Joe May, The",Luelle Vedmore,Drama
eeeeeeeeee,Coldblooded,Sabra Shillam,Comedy
eeeeeeeeee,Gaslight,Alla Connew,Drama|Thriller
eeeeeeeeee,Shalako,Shoshanna Harry,Western
eeeeeeeeee,Cockpit,Alfons Bote,Comedy
eeeeeeeeee,Only You,Rea Charnick,Comedy|Romance
eeeeeeeeee,"Child I Never Was, The (Leben lang kurze Hosen Tragen, Ein)",Livia Zorzini,Crime|Drama
eeeeeeeeee,Angela's Ashes,Ilsa Longstreeth,Drama
eeeeeeeeee,Damage (Fatale),Lynnette Munkley,Drama
eeeeeeeeee,Kanchenjungha,Coralie Yarnley,Drama
eeeeeeeeee,Altered,Drucy Shepton,Horror|Sci-Fi|Thriller
eeeeeeeeee,"Thief, The (Vor)",Hilde Bradick,Drama
eeeeeeeeee,Bye Bye Brazil (Bye Bye Brasil),Meryl Molineux,Drama
eeeeeeeeee,Hello Mary Lou: Prom Night II,Giavani O'Hartigan,Horror
eeeeeeeeee,Twentieth Century,Carolyn Holston,Comedy
eeeeeeeeee,My Old Lady,Donetta Stede,Comedy|Drama
eeeeeeeeee,"Flight of the Phoenix, The",Juli Osbiston,Action|Adventure|Drama
eeeeeeeeee,"East Side, West Side",Cherin Massinger,Crime|Drama|Romance
eeeeeeeeee,StreetDance 3D,Ferrell Ginty,Drama|Romance
eeeeeeeeee,"Take Her, She's Mine",Donall Tiler,Comedy
eeeeeeeeee,Blackmail,Lexi Todaro,Drama|Thriller
eeeeeeeeee,Carmen Comes Home (Karumen kokyo ni kaeru),Shannen Goublier,Comedy
eeeeeeeeee,Beyond the Time Barrier,Fiorenze Bolger,Sci-Fi
eeeeeeeeee,Bug,Kingsley Zelley,Horror|Mystery|Sci-Fi
eeeeeeeeee,"Inevitable Defeat of Mister & Pete, The",Rose Elcocks,Drama
eeeeeeeeee,"Perfect Murder, A",Clerissa Lovstrom,Thriller
eeeeeeeeee,Comrade Pedersen (Gymnaslærer Pedersen),Hertha Davidsohn,Drama
eeeeeeeeee,My Son John,Jareb McEntee,Drama
eeeeeeeeee,Psycho Beach Party,Ulrike Molden,Comedy|Horror|Thriller
eeeeeeeeee,Love and Pain and the Whole Damn Thing,Alexei Luxford,Comedy|Drama
eeeeeeeeee,It's Impossible to Learn to Plow by Reading Books,Barnie Radley,Drama
eeeeeeeeee,Armless,Curtice Frapwell,Comedy
eeeeeeeeee,Akira,Amitie Cartwright,Action|Adventure|Animation|Sci-Fi
eeeeeeeeee,Pulp,Brandon Creedland,Comedy|Thriller
eeeeeeeeee,Life After People,Manon Wahlberg,Documentary
eeeeeeeeee,Trapped,Scarlett Ship,Action|Thriller
eeeeeeeeee,Running Time,Karlie Mc Harg,Crime|Thriller
eeeeeeeeee,Neverwhere,Roxie Shackleford,Drama|Fantasy
eeeeeeeeee,Godzilla (Gojira),Rafaellle Albrighton,Drama|Horror|Sci-Fi
eeeeeeeeee,Captive Heart: The James Mink Story,Clementia Szymanski,Drama
eeeeeeeeee,City of God (Cidade de Deus),Jason Deshorts,Action|Adventure|Crime|Drama|Thriller
eeeeeeeeee,Book of Shadows: Blair Witch 2,Ethelbert Vasilik,Crime|Horror|Mystery|Thriller
eeeeeeeeee,Hollow Triumph (a.k.a. The Scar),Saraann Ninnotti,Crime|Drama|Film-Noir
eeeeeeeeee,Houdini,Kendrick Pesik,Drama
eeeeeeeeee,Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,Xaviera Telega,Children
eeeeeeeeee,Metallica: Through the Never,Wanda Baford,Action|Musical|IMAX
eeeeeeeeee,Batman: Gotham Knight,Conroy Causnett,Action|Animation|Crime
eeeeeeeeee,Episode 3: Enjoy Poverty,Kiley Jojic,Documentary|War
eeeeeeeeee,Native Son,Elana Danielian,Drama
eeeeeeeeee,The Forbidden Room,Allsun Lacotte,Comedy|Drama|Mystery|Romance
eeeeeeeeee,The Rebel,Tobye Mattis,Action|Crime|Drama|Thriller
eeeeeeeeee,Beyond the Rocks,Adriaens Hedgecock,Drama|Romance
eeeeeeeeee,Jackass 2.5,Moria Hendrich,Comedy|Documentary
eeeeeeeeee,"Show of Force, A",Obadias Razoux,Drama|Thriller
eeeeeeeeee,Beautiful Girls,Heather Daile,Comedy|Drama|Romance
eeeeeeeeee,Mayor of the Sunset Strip,Aldric Killbey,Documentary
eeeeeeeeee,John Tucker Must Die,Tasia Jeffray,Comedy|Romance
eeeeeeeeee,Black Dawn,Marielle Yon,Action
eeeeeeeeee,Dragon Age: Redemption,Lyn Carwithan,Action|Adventure|Fantasy
eeeeeeeeee,TT3D: Closer to the Edge,Paulo Nolin,Documentary
eeeeeeeeee,Rally On! (Ralliraita),Courtney Simond,Comedy
eeeeeeeeee,Earth to Echo,Selia Voules,Adventure|Children|Sci-Fi
eeeeeeeeee,Country,Carver Bernlin,Drama
eeeeeeeeee,"New Wave, A",Kiley Pryer,Action|Crime
eeeeeeeeee,Cousin Bette,Winn Hartles,Comedy
eeeeeeeeee,"Bakery Girl of Monceau, The (La boulangère de Monceau)",Daniel Allso,Romance
eeeeeeeeee,"Little Girl Who Conquered Time, The (Toki o kakeru shôjo)",Estel Greenall,Romance|Sci-Fi
eeeeeeeeee,Valley Of Flowers,Evie Treamayne,Adventure|Drama|Romance
eeeeeeeeee,Honeydripper,Sophi Dymott,Drama
eeeeeeeeee,"Steel Trap, The",Hendrick Pillifant,Crime|Drama
eeeeeeeeee,Apostle Peter and The Last Supper,Benton Santo,Drama
eeeeeeeeee,Love's Deadly Triangle: The Texas Cadet Murder,Daniela Greensmith,Drama
eeeeeeeeee,Stealing Home,Rand Darkins,Drama
eeeeeeeeee,"Year of Living Dangerously, The",Audi Hebborn,Drama|Romance|War
eeeeeeeeee,"Oranges, The",Lelah Caldicot,Comedy|Drama|Romance
eeeeeeeeee,Blame It on the Bellboy,Andras Gerrens,Comedy
eeeeeeeeee,Judas Kiss,Debbie Casel,Crime|Drama|Thriller
eeeeeeeeee,The Auction,Ford Valente,Drama
eeeeeeeeee,"Mansion of Madness, The",Honor Semmence,Horror
eeeeeeeeee,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",Baryram Jekel,Drama
eeeeeeeeee,Empire Falls,Phillis Shortell,Drama|Romance
eeeeeeeeee,Robot Carnival (Roboto kânibauru),Carena Adamo,Animation|Comedy|Drama|Fantasy|Sci-Fi
eeeeeeeeee,Sex Tape,Darnall Costley,Comedy
eeeeeeeeee,Love Story,Gayle Dwine,Drama
eeeeeeeeee,Proxy,Khalil Roskam,Drama|Horror|Thriller
eeeeeeeeee,Dust Devil,Dale Tipperton,Horror|Mystery|Thriller
eeeeeeeeee,Zizek!,Bart Melonby,Documentary
eeeeeeeeee,Grumpy Old Men,Orton Le Merchant,Comedy
eeeeeeeeee,"Gladiators, The (Gladiatorerna)",Minda Leavold,Drama|Sci-Fi
eeeeeeeeee,Hannie Caulder,Ron Shireff,Comedy|Crime|Drama|Western
eeeeeeeeee,Suspiria,Mitzi McGuffog,Horror
eeeeeeeeee,"Line King: The Al Hirschfeld Story, The",Nannette Brenstuhl,Documentary
eeeeeeeeee,My Sassy Girl (Yeopgijeogin geunyeo),Elfie Bilbrook,Comedy|Romance
eeeeeeeeee,Lips of Blood (Lèvres de sang),Nora Wenderoth,Horror
eeeeeeeeee,Bridget Jones: The Edge of Reason,Jeanne Noone,Comedy|Drama|Romance
eeeeeeeeee,Running On Karma (Daai Zek Lou),Micah Darwin,Action|Drama|Thriller
eeeeeeeeee,Ink,Wendeline Stennes,Action|Fantasy|Sci-Fi
eeeeeeeeee,"Client List, The",Myron Imison,Drama
eeeeeeeeee,"Turin Horse, The (A Torinói ló)",Mick Chappel,Drama
eeeeeeeeee,Tough Enough (Knallhart),Codee Coucher,Crime|Drama
eeeeeeeeee,"Velvet Vampire, The",Averell Guille,Fantasy|Horror
eeeeeeeeee,"Hunting Party, The",Issi Witcher,Action|Adventure|Comedy|Drama|Thriller
eeeeeeeeee,Barbershop 2: Back in Business,Dorie Tather,Comedy
eeeeeeeeee,"Enforcer, The (Gei ba ba de xin)",Ninetta McLarens,Action
eeeeeeeeee,Burnt by the Sun 2 (Utomlyonnye solntsem 2),Brandyn Gawthrope,Drama
eeeeeeeeee,Night of the Comet,Tersina Gabbitus,Comedy|Horror|Sci-Fi
eeeeeeeeee,Burden of Dreams,Ruthanne Kondrat,Documentary
eeeeeeeeee,Happy We (Två killar och en tjej),Cyndy Gammade,Comedy|Drama
eeeeeeeeee,Skokie ,Trescha Priddy,Drama
eeeeeeeeee,Maria (Mariya),Neil Skein,(no genres listed)
eeeeeeeeee,Patriotism (Yûkoku),Aubree Yearby,Drama
eeeeeeeeee,Accident,Eldridge Ashingden,Crime|Drama
eeeeeeeeee,Gorgeous (Boh lee chun),Cirilo Ashborne,Action|Comedy|Romance
eeeeeeeeee,World Trade Center,Adriana Jerrams,Drama
eeeeeeeeee,Dirty Deeds,Brewer Flescher,Action|Comedy|Crime
eeeeeeeeee,Hollywood and The Pentagon: A Dangerous Liaison,Jerome Oakhill,Documentary
eeeeeeeeee,Urban Legends: Bloody Mary,Marshal Harriott,Horror|Thriller
eeeeeeeeee,Husbands,Pincas Benaine,Drama
eeeeeeeeee,Love Me If You Dare (Jeux d'enfants),Cary Bulluck,Drama|Romance
eeeeeeeeee,Duma,Sherrie O'Daly,Adventure|Drama
eeeeeeeeee,Just Friends?,Wit Waggett,Romance
eeeeeeeeee,"Maze, The",Elfie Barnsdale,Horror
eeeeeeeeee,Man-Thing,Christy Boston,Action|Horror|Sci-Fi
eeeeeeeeee,"Sky Crawlers, The (Sukai kurora)",Tova Claydon,Adventure|Animation|Drama
eeeeeeeeee,Side Street,Maurine Doelle,Crime|Drama|Film-Noir
eeeeeeeeee,"Mating Game, The",Leila Dumbleton,Comedy|Romance
eeeeeeeeee,My Life as McDull (Mak dau goo si),Elise Baudin,Animation|Comedy|Drama
eeeeeeeeee,Reminiscences of a Journey to Lithuania,Dallis Atcheson,Documentary
eeeeeeeeee,"Cuckoo, The (Kukushka)",Margeaux Islip,Comedy|Drama|War
eeeeeeeeee,"Happy Time, The",Andeee Elfitt,Comedy
eeeeeeeeee,The Stranger's Return,Gauthier Last,Comedy|Drama
eeeeeeeeee,Zerophilia,Sarajane Jephson,Comedy|Romance
eeeeeeeeee,"Room for Romeo Brass, A",Pacorro Dallender,Comedy|Drama
eeeeeeeeee,Penguins of Madagascar,Nichols Hulcoop,Adventure|Animation|Children|Comedy
eeeeeeeeee,"Next Stop, Greenwich Village",Dre Sutty,Comedy
eeeeeeeeee,Sometimes They Come Back,Alvan Northcliffe,Drama|Fantasy|Horror|Thriller
eeeeeeeeee,"Corridors of Time: The Visitors II, The (Couloirs du temps: Les visiteurs 2, Les)",Stu Olyff,Children|Comedy|Fantasy|Sci-Fi
eeeeeeeeee,"African Queen, The",Jacquette Matussow,Adventure|Comedy|Romance|War
eeeeeeeeee,Madame Rosa (La vie devant soi),Bat Gierek,Drama
eeeeeeeeee,"Skin Game, The",Klara Chesman,Drama
eeeeeeeeee,Stone Cold,Merle Stadding,Action|Crime
eeeeeeeeee,Chizuko's Younger Sister (Futari),Dorthy Hyrons,Drama
eeeeeeeeee,"Banshee Chapter, The",Martie Collishaw,Horror|Thriller
eeeeeeeeee,Stars and Bars,Chancey Colin,Action|Comedy|Romance
eeeeeeeeee,Reggie Watts: Why Shit So Crazy?,Maynard McCotter,Comedy
eeeeeeeeee,Stories We Tell,Roddie Allery,Documentary
eeeeeeeeee,Another Gay Movie,Maighdiln Ingry,Comedy
eeeeeeeeee,"Flower of My Secret, The (La flor de mi secreto)",Jenna Waitland,Comedy|Drama
eeeeeeeeee,American Idiots,Jeffie Dwyr,Comedy|Romance
eeeeeeeeee,"Same Time, Next Year",Matti Ashe,Comedy|Drama|Romance
eeeeeeeeee,Homefront,Wilow Blackway,Action|Crime|Thriller
eeeeeeeeee,"Shout, The",Patrice Platts,Drama|Horror
eeeeeeeeee,"Sin of Madelon Claudet, The",Adella Lambersen,Drama
eeeeeeeeee,Tristana,Nickie Jessard,Drama
eeeeeeeeee,"Outlaw Josey Wales, The",Codi Cammocke,Action|Adventure|Drama|Thriller|Western
eeeeeeeeee,Inadequate People (Neadekvatnye lyudi),Delly Bumby,Comedy|Romance
eeeeeeeeee,Elephant,Preston Willbond,Drama
eeeeeeeeee,"Thorn in the Heart, The",Gay Darbey,Documentary
eeeeeeeeee,Scum,Briant Dodell,Crime|Drama
eeeeeeeeee,Light Sleeper,Correy Doberer,Crime|Drama
eeeeeeeeee,Street Trash,Kakalina Pepall,Comedy|Horror
eeeeeeeeee,Heckler,Ayn Bonevant,Comedy|Documentary
eeeeeeeeee,"Paris, I Love You (Paris, je t'aime)",Eryn Peak,Romance
eeeeeeeeee,Bad Boys II,Romola Berndsen,Action|Comedy|Crime|Thriller
eeeeeeeeee,Bastards (Les salauds),Bridgette Jest,Drama
eeeeeeeeee,"Blair Witch Project, The",Egon Domb,Drama|Horror|Thriller
eeeeeeeeee,Critters 4,Lesli Tukely,Comedy|Horror|Sci-Fi
eeeeeeeeee,Our Blushing Brides,Conrado de Mullett,Drama
eeeeeeeeee,Carmen,Daisy Togwell,Drama
eeeeeeeeee,"Trans-Atlantic Tunnel (Tunnel, The)",Carolina Alves,Drama|Sci-Fi
eeeeeeeeee,Dawn of the Planet of the Apes,Tyrus Parsand,Sci-Fi
eeeeeeeeee,In the Valley of Elah,Murdock Erskine Sandys,Drama|Mystery
eeeeeeeeee,Piñero,Lorilee Izzard,Drama
eeeeeeeeee,Poltergeist,Rozalie Wicklin,Horror|Thriller
eeeeeeeeee,Undercover Man,Perla Slimm,Crime|Drama|Film-Noir|Romance
eeeeeeeeee,Euphoria (Eyforiya),Jdavie St Clair,Drama|Romance
eeeeeeeeee,Kids in the Hall: Brain Candy,Ibbie Battyll,Comedy
eeeeeeeeee,"American President, The",Benedikt Mainland,Comedy|Drama|Romance
eeeeeeeeee,"Virgin Spring, The (Jungfrukällan)",Demott Farley,Crime|Drama
eeeeeeeeee,Ulysses,Haleigh Cutteridge,Drama
eeeeeeeeee,"Wrong Man, The",Rafa Sampey,Drama|Film-Noir|Thriller
eeeeeeeeee,Life in Flight ,Mandie Bartomieu,Drama
eeeeeeeeee,Oasis,Valaria Sinton,Drama|Romance
eeeeeeeeee,Ward 13,Florencia Barracks,Action|Animation|Comedy|Horror
eeeeeeeeee,Sweet Smell of Success,Elset Allflatt,Drama|Film-Noir
eeeeeeeeee,Poor Us: An Animated History of Poverty,Maighdiln Heynel,Animation|Documentary
eeeeeeeeee,Still Crazy,Wally Kornacki,Comedy|Romance
eeeeeeeeee,Turner & Hooch,Maje Whiterod,Comedy|Crime
eeeeeeeeee,"Chaser, The (Chugyeogja)",Kissiah Benyan,Crime|Drama|Thriller
eeeeeeeeee,"Girl From Nowhere, The",Onofredo Bridal,Drama|Romance
eeeeeeeeee,Imagine,Danila Gress,Drama
eeeeeeeeee,"Finances of the Grand Duke, The (Die Finanzen des Großherzogs)",Micki Beadman,Comedy
eeeeeeeeee,Godzilla vs. Megaguirus (Gojira tai Megagirasu: Jî shômetsu sakusen),Aluin Thorrold,Action|Sci-Fi
eeeeeeeeee,All Is Forgiven (Tout est pardonné),Esme Mechell,Drama
eeeeeeeeee,ATF ,Brendon Jaqueme,Drama|Thriller
eeeeeeeeee,Charlie Chan's Secret,Magdalena Piscopello,Comedy|Crime|Horror|Mystery|Thriller
eeeeeeeeee,"Return of the Prodigal Son, The (Návrat ztraceného syna)",Marga Orvis,Drama
eeeeeeeeee,Asphalt,Adora Crossan,Drama
eeeeeeeeee,alaskaLand,Shelby Enrrico,Drama
eeeeeeeeee,Rx,Margarette Karlolak,Crime|Romance|Thriller
eeeeeeeeee,David and Lisa,Merry Trasler,Drama
eeeeeeeeee,Traitor,Suzi Rabat,Crime|Drama|Thriller
eeeeeeeeee,"Haunted World of Edward D. Wood Jr., The",Bernardo Paulsson,Documentary
eeeeeeeeee,Evolver,Gottfried McKomb,Action|Horror|Sci-Fi
eeeeeeeeee,Zatoichi and the Doomed Man (Zatôichi sakate giri) (Zatôichi 11),Giffie Lowery,Action|Drama
eeeeeeeeee,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Carroll Elleray,Action|Animation|Mystery|Sci-Fi
eeeeeeeeee,Bound for Glory,Dewey Caird,Drama
eeeeeeeeee,"Wool Cap, The",Murial Petyanin,Drama
eeeeeeeeee,Clara and Me (Clara et moi),Alexandre Daybell,Drama|Romance
eeeeeeeeee,On Borrowed Time,Darsey Brecon,Comedy|Drama|Fantasy
eeeeeeeeee,Kinbaku,Maggy Stollhofer,Documentary
eeeeeeeeee,Richard III,Roseline Flintiff,Drama
eeeeeeeeee,Blind Beast (Môjuu),Tallia Rosenauer,Drama|Thriller
eeeeeeeeee,Wer,Thornton Gourlie,Horror|Mystery|Thriller
eeeeeeeeee,"Other Man, The",Matti Ciccottini,Drama
eeeeeeeeee,"Redemption of General Butt Naked, The",Verina Carleton,Documentary|Drama
eeeeeeeeee,Win a Date with Tad Hamilton!,Averill Meates,Comedy|Romance
eeeeeeeeee,Dream Machine,Tam Orford,Action|Comedy|Crime
eeeeeeeeee,Posse,Billie Vyvyan,Western
eeeeeeeeee,No habrá paz para los malvados,Fons Flaune,Film-Noir|Thriller
eeeeeeeeee,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),Fionna Sudy,Comedy|Documentary|Drama
